temp1,tempmax1,tempmin1,tempavg1,temp2,tempmax2,tempmin2,tempavg2,temp3,tempmax3,tempmin3,tempavg3,temp4,tempmax4,tempmin4,tempavg4,temp5,tempmax5,tempmin5,tempavg5,temp6,tempmax6,tempmin6,tempavg6,temp7,tempmax7,tempmin7,tempavg7,temp8,tempmax8,tempmin8,tempavg8,temp9,tempmax9,tempmin9,tempavg9,temp10,tempmax10,tempmin10,tempavg10,temp11,tempmax11,tempmin11,tempavg11,temp12,tempmax12,tempmin12,tempavg12,temp13,tempmax13,tempmin13,tempavg13,temp14,tempmax14,tempmin14,tempavg14,temp15,tempmax15,tempmin15,tempavg15,temp16,tempmax16,tempmin16,tempavg16,temp17,tempmax17,tempmin17,tempavg17,temp18,tempmax18,tempmin18,tempavg18,temp19,tempmax19,tempmin19,tempavg19,temp20,tempmax20,tempmin20,tempavg20,temp21,tempmax21,tempmin21,tempavg21,temp22,tempmax22,tempmin22,tempavg22,temp23,tempmax23,tempmin23,tempavg23,temp24,tempmax24,tempmin24,tempavg24,temp25,tempmax25,tempmin25,tempavg25,temp26,tempmax26,tempmin26,tempavg26,temp27,tempmax27,tempmin27,tempavg27,temp28,tempmax28,tempmin28,tempavg28,temp29,tempmax29,tempmin29,tempavg29,temp30,tempmax30,tempmin30,tempavg30,temp31,tempmax31,tempmin31,tempavg31,temp32,tempmax32,tempmin32,tempavg32,temp33,tempmax33,tempmin33,tempavg33,temp34,tempmax34,tempmin34,tempavg34,temp35,tempmax35,tempmin35,tempavg35,temp36,tempmax36,tempmin36,tempavg36,temp37,tempmax37,tempmin37,tempavg37,temp38,tempmax38,tempmin38,tempavg38,temp39,tempmax39,tempmin39,tempavg39,temp40,tempmax40,tempmin40,tempavg40,temp41,tempmax41,tempmin41,tempavg41,temp42,tempmax42,tempmin42,tempavg42,temp43,tempmax43,tempmin43,tempavg43,temp44,tempmax44,tempmin44,tempavg44,temp45,tempmax45,tempmin45,tempavg45,temp46,tempmax46,tempmin46,tempavg46,temp47,tempmax47,tempmin47,tempavg47,temp48,tempmax48,tempmin48,tempavg48,temp49,tempmax49,tempmin49,tempavg49,temp50,tempmax50,tempmin50,tempavg50,code
25.14333606,26.80067048,25.14333606,26.55207032,26.80067048,26.80067048,21.82866721,24.14893541,24,27.31466885,21.82866721,24.78692702,26.80067048,26.97200327,23.48600164,25.1083732,26.97200327,26.97200327,21.82866721,24.47042577,25.97200327,25.97200327,21.82866721,24.59088849,25.97200327,25.97200327,21.82866721,23.84114354,25.14333606,25.97200327,21.82866721,23.94637599,26.14333606,26.14333606,22,24.38241823,23.48600164,25.97200327,21.82866721,23.39392842,25.14333606,26.31466885,21.82866721,23.55739087,22.65733442,25.97200327,21.82866721,23.81746852,22.82866721,26.31466885,21.82866721,23.42929753,24.48600164,24.48600164,22,23.19696007,21.82866721,25.14333606,21.82866721,23.07166803,21.82866721,22.65733442,21.82866721,22.07726738,24.31466885,24.31466885,21.82866721,22.5744677,22,24.48600164,22,22.99440065,22,23.65733442,21.82866721,22.04136968,24.31466885,24.31466885,21.82866721,22.5744677,21.82866721,24.31466885,21.82866721,23.02562728,21.82866721,22.82866721,21.82866721,21.93631629,24.48600164,24.48600164,22,22.64452078,21.82866721,24.31466885,21.82866721,22.98880131,21.82866721,22.65733442,21.82866721,21.91153393,24.31466885,24.31466885,21.82866721,22.38111478,22,24.48600164,22,23.28904157,22,22.82866721,21.82866721,21.96746802,24.31466885,24.31466885,21.82866721,22.49160098,21.82866721,24.31466885,21.82866721,22.84148085,21,21.82866721,21,21.18414643,24.48600164,24.48600164,21.17133279,22.74580049,21.82866721,24.31466885,21.82866721,22.84148085,21.82866721,21.82866721,21.82866721,21.82866721,24.31466885,24.31466885,21.82866721,22.473188,24.31466885,25.31466885,22.65733442,24.35640732,24.48600164,24.48600164,21.82866721,23.09783064,24.31466885,24.31466885,21,22.65733442,21.82866721,24.31466885,21.82866721,22.84148085,18.23067867,18.23067867,18.23067867,18.23067867,24.48600164,24.48600164,22.82866721,24.13085973,18.23067867,20.7166803,18.23067867,19.1422126,24.31466885,25.14333606,21.82866721,22.93355407,24.31466885,24.31466885,21.82866721,22.56526121,21.82866721,24.48600164,21.82866721,22.81808046,18.23067867,18.23067867,18.23067867,18.23067867,18.23067867,18.23067867,18.23067867,18.23067867,21.82866721,24.31466885,21,22.42057591,21.82866721,25.14333606,21.82866721,22.30219252,19.88801309,20.7166803,18.23067867,18.88177907,1
26.47678966,26.47678966,26.47678966,26.47678966,26,0,0,0,28,28,28,28,27,0,0,0,26,0,0,0,26,0,0,0,26,0,0,0,26.47678966,0,0,0,27,0,0,0,26,12.39653112,12.39653112,12.39653112,29,0,0,0,26,0,0,0,26.47678966,0,0,0,26,0,0,0,28,28,28,28,26,0,0,0,0,0,0,0,28,0,0,0,26,26,26,26,26,0,0,0,27,0,0,0,27,0,0,0,26,13.60346888,13.60346888,13.60346888,26,26,26,26,26,0,0,0,26.47678966,0,0,0,26,0,0,0,26.47678966,0,0,0,26,0,0,0,26.47678966,26.47678966,26.47678966,26.47678966,28,0,0,0,26,0,0,0,31,31.47678966,31,31.20433774,31,31,31,31,31,31,31,31,31,31,31,31,31,31.47678966,31,31.06811417,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,33,31,31.49535793,31,31,31,31,31,31,31,31,31,33,31,31.83333,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2
27.29380785,27.29380785,27.29380785,27.29380785,28.52920523,28.76460262,27.76460262,28.26460262,28,28.23539738,28,28.08827402,27.76460262,28,27.76460262,27.86548687,27.76460262,28,27.76460262,27.79402729,27.76460262,28.76460262,27.52920523,27.78875287,27.76460262,27.76460262,27.52920523,27.73844761,27.52920523,27.76460262,27.52920523,27.6763286,27.76460262,27.76460262,27.76460262,27.76460262,27.76460262,27.76460262,27.52920523,27.70575327,28,28,27.52920523,27.73844761,28.47079477,28.47079477,28.23539738,28.32955634,28,28,27.76460262,27.89537999,28.23539738,28.47079477,28.23539738,28.36617475,27.76460262,27.76460262,27.52920523,27.6763286,27.76460262,27.76460262,27.52920523,27.73844761,27.76460262,27.76460262,27.52920523,27.6599826,27.52920523,27.76460262,27.52920523,27.70575327,27.52920523,28,27.52920523,27.70575327,27.76460262,27.76460262,27.52920523,27.60767024,27.76460262,27.76460262,27.52920523,27.64690392,27.52920523,27.76460262,27.52920523,27.62336419,28.23539738,28.23539738,27.76460262,27.94768999,6.355729371,6.355729371,6.120331986,6.251109357,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.47079477,28.23539738,28.28770739,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.47079477,28.23539738,28.29424673,28.23539738,28.23539738,28.23539738,28.23539738,28.47079477,28.47079477,28.47079477,28.47079477,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.47079477,28.23539738,28.26155239,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.47079477,28.23539738,28.36617475,28.23539738,28.23539738,28.23539738,28.23539738,28.23539738,28.47079477,28.23539738,28.3400174,28.47079477,28.47079477,28.23539738,28.3400174,28.47079477,28.47079477,28.23539738,28.34239727,28.47079477,28.47079477,28.23539738,28.26155239,28.76460262,29,27.76460262,28.23728678,28,28,27.76460262,27.90584105,28.23539738,28.23539738,27.76460262,28.06419993,28.23539738,28.23539738,27.76460262,27.94768999,28.47079477,29.23539738,28,28.40206494,28.23539738,29,28,28.20945088,28,28.23539738,28,28.07846501,28.23539738,29,27.76460262,28.00194447,28,28.76460262,27.76460262,28.08098805,27.76460262,28.76460262,27.76460262,27.9519814,3
25.20470735,25.20470735,25.20470735,25.20470735,25.50588419,25.85529577,24.85529577,25.39897222,25.20470735,25.20470735,24.85529577,25.16103091,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,24.85529577,25.16103091,24.85529577,25.85529577,24.85529577,25.13873685,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,24.85529577,25.12706111,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,24.85529577,25.07367801,25.20470735,25.20470735,24.85529577,25.16588423,25.20470735,25.20470735,25.20470735,25.20470735,24.85529577,25.20470735,24.85529577,25.07367801,24.85529577,25.20470735,24.85529577,25.07367801,25.20470735,25.20470735,24.85529577,25.12706111,24.85529577,25.20470735,24.85529577,25.11735446,25.20470735,25.20470735,24.85529577,25.16103091,25.20470735,25.20470735,24.85529577,25.01058826,25.20470735,25.20470735,24.85529577,25.08823799,25.20470735,25.20470735,24.85529577,25.12706111,24.85529577,25.20470735,24.85529577,25.07367801,6.988231615,6.988231615,6.988231615,6.988231615,25.20470735,25.20470735,24.85529577,25.07367801,25.20470735,25.20470735,24.85529577,25.08823799,25.20470735,25.20470735,24.85529577,25.16103091,25.20470735,25.20470735,24.85529577,25.10487348,18.21647574,18.21647574,18.21647574,18.21647574,25.20470735,25.20470735,24.85529577,25.17782712,25.20470735,25.20470735,24.85529577,25.16588423,24.85529577,25.20470735,24.85529577,25.12706111,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,24.85529577,25.16588423,25.20470735,25.20470735,24.85529577,25.03000156,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,24.85529577,24.94264867,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,25.20470735,24.85529577,25.11735446,24.85529577,25.20470735,24.85529577,25.04941487,25.85529577,25.85529577,25.20470735,25.40661096,25.20470735,25.20470735,24.85529577,25.12706111,25.20470735,25.20470735,24.85529577,24.97176514,25.90353052,25.90353052,25.90353052,25.90353052,25.90353052,26.55411893,25.90353052,26.10543413,25.90353052,26.55411893,25.90353052,25.9259628,24.85529577,25.20470735,24.85529577,25.01058826,24.85529577,25.85529577,24.85529577,24.99344925,25.20470735,25.85529577,25.20470735,25.41382599,25.20470735,25.85529577,24.85529577,25.2664692,3
35.82874604,36.41162064,35.82874604,36.25082886,35.82874604,36.41162064,35.24587144,35.82874604,36.41162064,36.41162064,35.82874604,35.96474817,36.41162064,36.41162064,35.82874604,36.32835701,35.82874604,36.41162064,35.82874604,36.29504572,35.82874604,36.41162064,35.82874604,35.92588792,36.41162064,36.41162064,35.24587144,35.809313,36.41162064,36.41162064,35.24587144,36.21062799,35.82874604,36.41162064,35.82874604,36.35333318,35.82874604,36.41162064,35.24587144,35.94934279,35.82874604,35.82874604,35.24587144,35.56746084,36.41162064,36.41162064,35.24587144,36.13023793,36.41162064,36.41162064,36.41162064,36.41162064,0,0,0,0,35.82874604,35.82874604,35.24587144,35.67331087,0,0,0,0,36.41162064,36.41162064,35.82874604,36.3921876,36.41162064,36.41162064,36.41162064,36.41162064,0,0,0,0,0,0,0,0,36.41162064,36.41162064,35.24587144,36.04246867,36.41162064,36.41162064,36.41162064,36.41162064,35.82874604,36.41162064,35.82874604,36.15904359,35.82874604,35.82874604,35.24587144,35.80931883,36.41162064,36.41162064,35.24587144,35.86760046,36.41162064,36.41162064,36.41162064,36.41162064,35.24587144,36.41162064,35.24587144,36.10075613,35.24587144,35.82874604,35.24587144,35.47902128,36.41162064,36.41162064,35.24587144,35.80931883,36.41162064,36.41162064,35.82874604,36.3921876,35.82874604,36.41162064,35.82874604,36.23675826,35.82874604,36.41162064,35.24587144,35.71217112,36.41162064,36.41162064,35.82874604,35.94934279,36.41162064,36.41162064,35.82874604,36.28671644,35.82874604,36.41162064,35.82874604,36.17043296,35.82874604,36.41162064,35.82874604,35.92588792,36.41162064,36.41162064,35.24587144,35.73160416,36.41162064,36.41162064,35.24587144,36.08779883,35.82874604,36.41162064,35.82874604,36.35333318,35.82874604,36.41162064,35.24587144,35.8870335,35.82874604,35.82874604,35.24587144,35.38656571,36.41162064,36.41162064,35.24587144,36.06993372,35.82874604,36.41162064,35.82874604,36.39219343,35.24587144,35.24587144,35.24587144,35.24587144,35.82874604,35.82874604,35.24587144,35.73159833,36.41162064,36.41162064,35.82874604,36.15904359,36.41162064,36.41162064,36.41162064,36.41162064,35.82874604,36.41162064,35.24587144,35.98418121,35.82874604,35.82874604,35.82874604,35.82874604,36.41162064,36.41162064,36.41162064,36.41162064,3
11.66814363,11.66814363,11.66814363,11.66814363,21.91614973,22.49955691,21.91614973,22.28077922,23.74933537,23.74933537,23.16592819,23.67640947,22.49955691,22.49955691,22.49955691,22.49955691,23.74933537,23.74933537,23.16592819,23.67640947,21.91614973,22.49955691,21.91614973,22.28077922,22.91614973,22.91614973,22.91614973,22.91614973,22.49955691,22.49955691,22.49955691,22.49955691,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.08473645,11.53849888,22.91614973,22.91614973,22.91614973,22.91614973,11.66814363,11.66814363,11.08473645,11.44936594,11.66814363,11.66814363,11.08473645,11.60332126,22.49955691,22.49955691,22.49955691,22.49955691,11.08473645,11.66814363,11.08473645,11.44936594,11.08473645,11.66814363,11.08473645,11.44936594,22.49955691,22.91614973,21.91614973,22.61986786,22.33274255,23.33274255,22.33274255,22.97859434,22.91614973,23.33274255,22.33274255,22.98208672,23.33274255,23.33274255,22.74933537,23.00862485,22.91614973,22.91614973,22.33274255,22.72168261,22.91614973,22.91614973,22.33274255,22.78650499,22.33274255,22.91614973,22.33274255,22.69737204,22.91614973,22.91614973,22.91614973,22.91614973,11.66814363,11.66814363,11.08473645,11.44936594,22.49955691,22.49955691,21.91614973,22.3050898,22.49955691,22.49955691,21.91614973,22.42663101,22.49955691,22.49955691,21.91614973,22.33286581,0,0,0,0,11.66814363,11.66814363,11.08473645,11.62326211,11.66814363,11.66814363,11.08473645,11.60332126,11.08473645,11.66814363,11.08473645,11.53849888,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.08473645,11.60332126,11.66814363,11.66814363,11.08473645,11.37644004,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.08473645,11.23058824,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.08473645,11.52229183,11.08473645,11.66814363,11.08473645,11.40885414,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.08473645,11.53849888,11.66814363,11.66814363,11.08473645,11.27920356,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,12.83495799,11.08473645,11.66814363,11.08473645,11.34402593,11.08473645,11.66814363,11.08473645,11.27920356,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.66814363,11.08473645,11.53849888,3
18.80827096,18.80827096,18.80827096,18.80827096,27,27.75233084,27,27.37616542,27.75233084,28.50466168,27.75233084,28.0344549,27,27.75233084,27,27.32242643,26.75233084,27.50466168,26.75233084,26.84637219,27,27.75233084,26.24766916,26.83281704,27,27,26.24766916,26.91640852,26.24766916,27,26.24766916,26.71787594,20.31293263,20.31293263,20.31293263,20.31293263,20.31293263,20.31293263,19.5606018,20.12484992,27.75233084,27.75233084,26.24766916,26.91640852,22.56992515,22.56992515,21.81759431,22.11852665,21.06526347,21.06526347,20.31293263,20.73089756,28.50466168,29.25699251,28.50466168,28.9226266,20.31293263,20.31293263,19.5606018,20.03080857,20.31293263,20.31293263,19.5606018,20.22934116,27,27,26.24766916,26.66563408,26.49533832,27.49533832,26.49533832,27.12150374,26.49533832,28,26.49533832,27.05958645,27.24766916,27.49533832,26.49533832,26.89471426,27.24766916,27.24766916,26.49533832,26.87150374,26.49533832,27.24766916,26.49533832,26.79627066,28.75233084,28.75233084,27.24766916,27.83281704,27.24766916,27.24766916,26.49533832,26.91330324,21.81759431,21.81759431,21.81759431,21.81759431,28.50466168,29.25699251,28.50466168,28.67184464,28.50466168,28.50466168,28.50466168,28.50466168,28.50466168,29.25699251,28.25699251,28.6308271,21.81759431,21.81759431,21.81759431,21.81759431,22.56992515,22.56992515,22.56992515,22.56992515,21.81759431,21.81759431,21.81759431,21.81759431,21.81759431,21.81759431,21.81759431,21.81759431,21.81759431,22.56992515,21.81759431,21.90118579,21.81759431,21.81759431,21.81759431,21.81759431,21.81759431,22.56992515,21.81759431,22.23555923,21.81759431,21.81759431,21.81759431,21.81759431,21.81759431,22.56992515,21.81759431,22.15196023,22.56992515,22.56992515,21.81759431,22.15196023,22.56992515,22.56992515,21.81759431,22.15956629,22.56992515,22.56992515,21.81759431,21.90118579,21.06526347,21.81759431,20.31293263,21.06526347,21.06526347,21.06526347,20.31293263,20.76433114,21.81759431,21.81759431,20.31293263,21.27044666,21.81759431,21.81759431,20.31293263,20.89808051,22.56992515,22.56992515,21.06526347,21.59189506,21.81759431,21.81759431,21.06526347,21.65041135,21.06526347,21.81759431,21.06526347,21.31603791,21.81759431,21.81759431,20.31293263,20.99003039,21.06526347,21.06526347,20.31293263,20.53863189,20.31293263,21.06526347,20.31293263,20.38816572,3
31.19256954,31.19256954,31.19256954,31.19256954,38.26501545,38.26501545,38.13250773,38.17667785,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.15470944,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.12631568,31.06006182,31.19256954,31.06006182,31.14839942,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.13578071,31.06006182,31.19256954,31.06006182,31.09792192,31.06006182,31.19256954,31.06006182,31.15470944,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.09792192,31.06006182,31.19256954,31.06006182,31.09792192,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.17363949,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.17048448,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,30.92755409,31.09792192,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.15470944,31.32507727,31.32507727,31.19256954,31.23042965,31.06006182,31.19256954,31.06006182,31.13578071,30.92755409,31.06006182,30.79504636,30.87076525,30.79504636,31.19256954,30.79504636,31.04113176,31.19256954,31.19256954,31.19256954,31.19256954,31.06006182,31.19256954,31.06006182,31.17363949,31.19256954,31.19256954,31.19256954,31.19256954,31.32507727,31.457585,31.32507727,31.34716233,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.19256954,31.32507727,31.32507727,31.19256954,31.30614722,2
26.7910819,26.7910819,26.7910819,26.7910819,28.07464914,28.71643276,28.07464914,28.39554095,28.71643276,29.35821638,28.71643276,28.95710162,28.07464914,28.71643276,28.07464914,28.34969835,28.07464914,28.71643276,28.07464914,28.15487209,28.07464914,28.71643276,27.43286552,27.93203198,28.07464914,28.07464914,27.43286552,28.00334056,27.43286552,28.07464914,27.43286552,27.83398028,28.07464914,28.07464914,28.07464914,28.07464914,28.07464914,28.07464914,27.43286552,27.91420324,28.71643276,28.71643276,27.43286552,28.00334056,30,30,29.35821638,29.61492983,28.71643276,28.71643276,28.07464914,28.43119845,18.61172497,19.25350859,18.61172497,18.96827428,28.07464914,28.07464914,27.43286552,27.83398028,17.32815773,17.32815773,16.68637411,17.25684916,28.07464914,28.07464914,27.43286552,27.78941483,27.43286552,28.07464914,27.43286552,27.91420324,16.68637411,17.96994135,16.68637411,17.16771183,17.32815773,17.32815773,16.68637411,16.90029985,28.07464914,28.07464914,27.43286552,27.75375733,27.43286552,28.07464914,27.43286552,27.68957897,29.35821638,29.35821638,28.07464914,28.5738156,28.07464914,28.07464914,27.43286552,27.78941483,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,30,29.35821638,29.50083354,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,30,29.35821638,29.51866229,29.35821638,29.35821638,29.35821638,29.35821638,30,30,30,30,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,30,29.35821638,29.42952496,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,30,29.35821638,29.71476569,29.35821638,29.35821638,29.35821638,29.35821638,29.35821638,30,29.35821638,29.64345069,30,30,29.35821638,29.64345069,30,30,29.35821638,29.64993912,30,30,29.35821638,29.42952496,28.71643276,29.35821638,28.07464914,28.71643276,28.71643276,28.71643276,28.07464914,28.45971931,29.35821638,29.35821638,28.07464914,28.89146641,29.35821638,29.35821638,28.07464914,28.5738156,30,30,28.71643276,29.16568129,29.35821638,29.35821638,28.71643276,29.21559922,28.71643276,29.35821638,28.71643276,28.93035849,29.35821638,29.35821638,28.07464914,28.6522544,28.71643276,28.71643276,28.07464914,28.26718423,28.07464914,28.71643276,28.07464914,28.1388275,3
32.90001786,1.54972322,1.54972322,1.54972322,32.90001786,1.54972322,1.54972322,1.54972322,32.90001786,1.54972322,1.54972322,1.54972322,33.85002679,1.54972322,1.54972322,1.54972322,32.90001786,1.54972322,1.54972322,1.54972322,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,32.90001786,1.54972322,1.54972322,1.54972322,32.90001786,1.54972322,1.54972322,1.54972322,32.90001786,1.54972322,1.54972322,1.54972322,32.90001786,1.54972322,1.54972322,1.54972322,32.90001786,1.54972322,1.54972322,1.54972322,33.90001786,1.599714292,1.54972322,1.583050768,32.90001786,32.90001786,32.90001786,32.90001786,35.75004464,1.54972322,1.54972322,1.54972322,38.60007143,39.55008036,38.60007143,39.07507589,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,39.55008036,39.55008036,39.55008036,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,38.60007143,38.96545436,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,39.55008036,39.55008036,39.55008036,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,38.60007143,38.81930499,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,40.50008928,39.55008036,39.62315504,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,39.55008036,39.55008036,39.55008036,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,39.55008036,38.60007143,39.19382701,39.55008036,39.55008036,39.55008036,39.55008036,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,39.55008036,38.60007143,38.67314611,38.60007143,38.60007143,38.60007143,38.60007143,38.6500625,38.6500625,38.60007143,38.63339897,39.55008036,39.55008036,39.55008036,39.55008036,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,39.55008036,38.60007143,38.87149848,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,38.60007143,39.55008036,38.60007143,39.48222122,38.60007143,38.60007143,38.60007143,38.60007143,1
23.08041837,23.08041837,23.08041837,23.08041837,9.245341834,9.731938773,9.245341834,9.549464921,23.08041837,23.59382143,22.59382143,23.27629528,24.62062755,24.62062755,24.10722449,24.4281014,24.62062755,25.13403061,23.62062755,24.59403152,24.13403061,25.13403061,24.13403061,24.49855557,24.62062755,25.13403061,24.10722449,24.62062755,24.62062755,25.13403061,24.10722449,24.74142616,24.62062755,24.62062755,24.10722449,24.46962544,24.62062755,24.62062755,23.62062755,24.43351405,25.13403061,25.13403061,24.10722449,24.78106601,24.10722449,25.13403061,23.62062755,24.4381537,24.62062755,25.13403061,23.62062755,24.48099801,24.62062755,24.62062755,24.10722449,24.59042918,24.13403061,24.62062755,23.62062755,24.32813656,24.13403061,25.13403061,23.62062755,24.52372259,24.62062755,25.13403061,24.13403061,24.55916945,9.245341834,9.731938773,9.245341834,9.610289538,24.10722449,25.13403061,23.62062755,24.52960457,24.62062755,25.13403061,23.62062755,24.38049213,24.62062755,25.13403061,23.62062755,24.42990552,24.62062755,25.13403061,23.62062755,24.42189574,24.13403061,25.13403061,24.13403061,24.55895231,24.62062755,25.13403061,24.10722449,24.58639897,24.10722449,24.62062755,23.62062755,24.38110949,24.10722449,24.62062755,23.62062755,24.39802832,24.62062755,24.62062755,23.62062755,24.52313055,24.62062755,25.13403061,23.62062755,24.58427769,14.88868878,15.40209184,14.37528572,14.92817974,24.62062755,24.62062755,23.62062755,24.51473649,24.10722449,25.13403061,23.62062755,24.56656177,24.13403061,25.13403061,23.62062755,24.51249598,24.62062755,25.13403061,24.62062755,24.79176019,24.62062755,24.62062755,24.13403061,24.56656177,24.62062755,25.13403061,23.62062755,24.37732908,24.62062755,24.62062755,24.10722449,24.55217039,24.62062755,25.13403061,23.62062755,24.34902679,24.10722449,25.13403061,24.10722449,24.62062755,24.62062755,25.13403061,23.62062755,24.59232526,23.62062755,25.13403061,23.62062755,24.40436441,24.62062755,25.13403061,24.62062755,24.65729993,24.62062755,25.13403061,23.62062755,24.64084675,24.62062755,25.13403061,23.62062755,24.33290035,25.59382143,25.59382143,25.08041837,25.55432533,25.59382143,25.59382143,25.59382143,25.59382143,25.59382143,26.10722449,25.08041837,25.49114082,24.13403061,25.13403061,23.62062755,24.45297437,9.245341834,9.731938773,9.245341834,9.407539192,24.62062755,24.62062755,24.62062755,24.62062755,24.62062755,24.62062755,24.13403061,24.51249598,3
