ucs,dn,temp1,tempmax1,tempmin1,tempavg1,temp2,tempmax2,tempmin2,tempavg2,temp3,tempmax3,tempmin3,tempavg3,temp4,tempmax4,tempmin4,tempavg4,temp5,tempmax5,tempmin5,tempavg5,temp6,tempmax6,tempmin6,tempavg6,temp7,tempmax7,tempmin7,tempavg7,temp8,tempmax8,tempmin8,tempavg8,temp9,tempmax9,tempmin9,tempavg9,temp10,tempmax10,tempmin10,tempavg10,temp11,tempmax11,tempmin11,tempavg11,temp12,tempmax12,tempmin12,tempavg12,temp13,tempmax13,tempmin13,tempavg13,temp14,tempmax14,tempmin14,tempavg14,temp15,tempmax15,tempmin15,tempavg15,temp16,tempmax16,tempmin16,tempavg16,temp17,tempmax17,tempmin17,tempavg17,temp18,tempmax18,tempmin18,tempavg18,temp19,tempmax19,tempmin19,tempavg19,temp20,tempmax20,tempmin20,tempavg20,temp21,tempmax21,tempmin21,tempavg21,temp22,tempmax22,tempmin22,tempavg22,temp23,tempmax23,tempmin23,tempavg23,temp24,tempmax24,tempmin24,tempavg24,temp25,tempmax25,tempmin25,tempavg25,temp26,tempmax26,tempmin26,tempavg26,temp27,tempmax27,tempmin27,tempavg27,temp28,tempmax28,tempmin28,tempavg28,temp29,tempmax29,tempmin29,tempavg29,temp30,tempmax30,tempmin30,tempavg30,temp31,tempmax31,tempmin31,tempavg31,temp32,tempmax32,tempmin32,tempavg32,temp33,tempmax33,tempmin33,tempavg33,temp34,tempmax34,tempmin34,tempavg34,temp35,tempmax35,tempmin35,tempavg35,temp36,tempmax36,tempmin36,tempavg36,temp37,tempmax37,tempmin37,tempavg37,temp38,tempmax38,tempmin38,tempavg38,temp39,tempmax39,tempmin39,tempavg39,temp40,tempmax40,tempmin40,tempavg40,temp41,tempmax41,tempmin41,tempavg41,temp42,tempmax42,tempmin42,tempavg42,temp43,tempmax43,tempmin43,tempavg43,temp44,tempmax44,tempmin44,tempavg44,temp45,tempmax45,tempmin45,tempavg45,temp46,tempmax46,tempmin46,tempavg46,temp47,tempmax47,tempmin47,tempavg47,temp48,tempmax48,tempmin48,tempavg48,temp49,tempmax49,tempmin49,tempavg49,temp50,tempmax50,tempmin50,tempavg50,code
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-19,29,,,,37,,,,30,30,30,30,31,,,,30,,,,28,,,,33,33,32,32.5,28,,,,31,,,,29,,,,29,29,29,29,31,,,,29,,,,32,,,,30,,,,30,,,,35,,,,29,,,,31,,,,30,,,,29,,,,30,,,,29,,,,31,,,,30,,,,28,28,28,28,29,,,,31,,,,31,,,,28,,,,32,,,,,,,,28,,,,35,,,,32,,,,39,39,39,39,39,39,39,39,39,39,39,39,42,42,41,41.5,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,41,42,41,41.33333,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,41,42,41,41.75,39,39,39,39,F0184
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-11,35,,,,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,39,39,39,39,40,40,39,39.25,39,39,39,39,40,40,40,40,40,40,40,40,39,39,39,39,40,40,39,39.5,39,39,39,39,41,41,40,40.5,40,41,40,40.25,39,39,39,39,40,40,40,40,39,39,39,39,40,41,40,40.33333,39,41,39,39.75,39,39,39,39,40,40,40,40,39,39,39,39,41,41,40,40.75,39,39,39,39,39,39,39,39,40,40,40,40,39,39,39,39,40,40,40,40,39,39,39,39,39,39,39,39,40,40,40,40,39,39,39,39,40,41,40,40.33333,39,39,39,39,40,40,39,39.4,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,40,40,39,39.66667,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,41,41,40,40.4,40,41,40,40.25,,,,,40,40,39,39.66666,F0184
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-10,38,38,38,38,39,39,38,38.66667,38,38,38,38,39,39,39,39,39,39,39,39,38,38,38,38,39,39,38,38.5,38,38,38,38,39,39,39,39,39,39,39,39,38,38,38,38,39,39,39,39,38,38,38,38,39,39,39,39,39,39,39,39,38,38,38,38,40,40,39,39.5,38,38,38,38,39,39,39,39,39,39,39,39,38,38,38,38,40,40,39,39.5,38,38,38,38,39,40,39,39.5,38,39,38,38.33333,38,38,38,38,39,40,39,39.25,38,38,38,38,39,39,39,39,38,38,38,38,38,38,38,38,39,40,39,39.2,38,38,38,38,39,39,39,39,38,38,38,38,39,39,38,38.2,39,40,39,39.2,38,38,38,38,39,39,38,38.5,38,38,38,38,39,39,38,38.33333,39,40,39,39.25,38,38,38,38,38,39,38,38.5,38,39,38,38.2,39,39,39,39,39,39,39,39,,,,,39,40,38,38.83333,38,38,38,38,F0184
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,,,,29,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,29,29,29,28,28.88889,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,F0185
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-8,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,,,,,28,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,28,28.5,28,28,28,28,28,28,28,28,28,28,28,28,28,29,28,28.1,28,28,28,28,28,28,28,28,28,28,28,28,F0185
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-9,28,28,28,28,28,29,28,28.33333,29,29,28,28.44,28,28,28,28,28,28,28,28,28,28,28,28,28,29,28,28.23077,28,28,28,28,28,28,28,28,,,,,28,29,28,28.22222,,,,,,,,,,,,,,,,,,,,,,,,,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,28,28.5,28,29,28,28.3,28,28,28,28,28,28,28,28,28,28,28,28,29,29,28,28.55556,28,28,28,28,28,28,28,28,28,29,28,28.1,28,29,28,28.44444,29,29,28,28.9,28,28,28,28,29,29,28,28.625,29,29,28,28.63636,29,29,29,29,28,29,28,28.45455,29,29,28,28.36364,28,29,28,28.09091,29,29,28,28.9,29,29,28,28.8,28,28,28,28,29,29,28,28.27273,F0185
USUH2V3Y03,sys/chassis-4/blade-4/board/memarray-1/mem-10,33,34,33,33.3,34,34,33,33.05556,34,35,34,34.7,33,33,33,33,34,34,34,34,33,34,33,33.35,34,34,33,33.26316,34,35,34,34.73684,33,33,33,33,35,35,33,33.6,33,34,33,33.26316,33,33,33,33,34,35,34,34.5,33,34,33,33.05556,35,35,33,33.80952,33,33,33,33,33,34,33,33.35,34,35,34,34.71429,33,33,33,33,34,34,33,33.75,33,33,33,33,33,33,33,33,33,35,33,33.85715,33,33,33,33,35,35,33,33.83333,33,33,33,33,33,34,33,33.04762,33,35,33,34.23529,33,33,33,33,34,35,33,33.90476,33,33,33,33,34,34,33,33.07143,33,34,33,33.73684,33,33,33,33,34,35,33,33.95238,33,33,33,33,33,34,33,33.09091,33,34,33,33.57143,33,33,33,33,34,35,33,34.08696,33,33,33,33,34,34,33,33.27273,33,34,33,33.59091,33,33,33,33,35,35,33,34.47619,33,34,33,33.14286,33,33,33,33,33,34,33,33.38095,33,33,33,33,34,35,34,34.65,F0184
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,,,,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,F0844
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-8,28,28,28,28,29,29,28,28.5,28,28,28,28,28,28,28,28,28,28,28,28,28,29,28,28.1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,,,,,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,28,28.31034,28,28,28,28,28,28,28,28,28,28,28,28,28,29,28,28.31034,28,29,28,28.03448,28,28,28,28,28,29,28,28.03333,28,29,28,28.32143,28,29,28,28.21428,F0844
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-9,29,29,28,28.63636,29,29,29,29,28,29,28,28.45455,29,29,28,28.36364,28,29,28,28.09091,29,29,28,28.9,29,29,28,28.8,28,28,28,28,29,29,28,28.27273,28,29,28,28.2,29,29,28,28.71428,28,28,28,28,28,28,28,28,28,29,28,28.28572,29,29,28,28.66667,29,29,28,28.6,29,29,28,28.33334,28,29,28,28.16667,28,29,28,28.22222,28,29,28,28.66667,28,29,28,28.18182,28,29,28,28.09091,28,28,28,28,,,,,28,29,28,28.15,28,29,28,28.16667,28,28,28,28,29,29,28,28.82759,29,29,28,28.5,28,29,28,28.33333,28,29,28,28.46428,29,29,28,28.93103,28,29,28,28.48276,28,29,28,28.33333,28,29,28,28.33333,29,29,28,28.82759,29,29,28,28.58621,29,29,28,28.1,28,29,28,28.30769,28,29,28,28.41379,29,29,28,28.86207,29,29,28,28.13793,29,29,28,28.39286,28,29,28,28.32143,29,29,29,29,29,29,28,28.41379,28,29,28,28.51724,28,29,28,28.66667,29,29,28,28.85714,29,29,29,29,F0844
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-7,28,30,28,28.8,28,29,28,28.19231,28,30,28,28.34616,28,29,28,28.08,28,29,28,28.07692,28,28,27,27.96,28,28,28,28,28,29,28,28.65385,28,29,28,28.41667,29,29,28,28.12,28,28,27,27.54167,28,28,28,28,28,28,27,27.56,28,28,27,27.48,28,28,27,27.77273,28,28,28,28,28,28,27,27.28,28,28,27,27.36,27,28,27,27.24,28,28,27,27.76,28,29,27,27.83333,27,28,27,27.625,28,28,27,27.58333,28,28,27,27.85185,28,28,28,28,30,31,29,30.35714,31,32,29,30.52,29,29,28,28.46154,28,28,28,28,27,27,27,27,27,27,27,27,27,28,27,27.22222,27,27,27,27,28,28,28,28,28,28,27,27.375,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,27,27,27,27,26,27,26,26.89474,27,27,27,27,27,27,27,27,28,28,28,28,27,27,27,27,F0185
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-8,27,29,27,27.8,27,29,27,27.19231,27,29,27,27.26923,27,28,27,27.08,27,28,27,27.07692,27,28,27,27.04,27,27,27,27,28,28,27,27.46154,27,28,27,27.375,28,28,27,27.16,27,27,26,26.625,27,27,27,27,27,27,26,26.56,27,27,26,26.48,27,27,26,26.86364,27,27,27,27,27,27,26,26.24,26,27,26,26.36,27,27,26,26.56,26,27,26,26.84,27,27,26,26.83333,27,27,26,26.66666,27,27,26,26.54167,27,27,26,26.96296,27,27,27,27,29,30,28,29.46428,30,31,28,29.48,28,29,27,27.53846,27,27,27,27,26,26,26,26,26,26,26,26,26,27,26,26.33333,26,26,26,26,27,27,27,27,27,27,26,26.25,26,26,26,26,26,27,26,26.2,26,26,26,26,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,26,26,25,25.82353,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,26,26,26,26,F0185
USUH2V2Z02,sys/chassis-3/blade-3/board/memarray-1/mem-9,26,29,26,27,26,28,26,26.30769,26,28,26,26.57692,26,28,26,26.24,26,27,26,26.34616,26,27,26,26.2,26,27,26,26.26923,27,27,26,26.84615,27,28,26,26.83333,27,28,26,26.6,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,26,26.08,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26.04,26,27,26,26.04167,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,29,30,28,28.85714,29,30,28,28.96,27,28,26,26.92308,26,26,26,26,25,26,25,25.64,25,26,25,25.58334,26,27,25,26,25,26,25,25.88889,26,26,26,26,26,26,25,25.5,26,26,25,25.625,25,26,25,25.6,25,26,25,25.35,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25.26316,26,26,26,26,25,25,25,25,25,25,25,25,25,26,25,25.10526,25,26,25,25.42105,26,26,26,26,25,25,25,25,F0185
USUH2V3Y02,sys/chassis-11/blade-3/board/memarray-1/mem-4,29,29,26,26.76923,27,29,26,27.42857,26,29,26,26.71429,30,30,30,30,30,30,29,29.78571,29,30,29,29.28571,29,30,29,29.78572,29,30,29,29.14286,30,30,29,29.35714,29,29,25,26.64286,27,29,26,26.85715,30,30,26,27.42857,27,28,26,26.66667,,,,,,,,,,,,,26,29,25,26.57143,26,29,26,26.5,27,29,26,27.30769,26,29,25,26.28572,30,30,26,28.33333,29,30,27,28.21429,29,29,26,27.64286,27,29,26,27.28572,26,29,25,26.35714,28,29,25,26.93333,26,29,25,26.26667,27,29,26,26.8,27,29,26,27.07143,26,29,25,26.64286,28,29,26,27.26667,27,28,25,26.46667,27,29,25,26.57143,26,29,26,26.78571,27,29,25,26.4,27,29,26,27.35714,27,29,25,26.2,27,29,26,26.85715,26,29,26,27.28571,26,29,26,26.78571,25,29,25,27.14286,26,29,25,26.57143,27,29,26,27.21428,26,29,26,26.78572,27,29,25,26.13334,27,29,25,27,27,29,25,26.66667,28,29,26,27.4,26,29,25,26.35714,27,29,25,26.46667,F0184
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-14,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41.82609,42,42,42,42,42,42,42,42,42,42,41,41.91304,42,42,42,42,42,42,41,41.64,42,42,42,42,42,42,41,41.91304,42,42,41,41.72727,42,42,42,42,42,42,41,41.91667,42,42,42,42,42,42,41,41.86956,42,42,41,41.91667,42,42,42,42,42,42,41,41.9,,,,,42,42,41,41.5,42,42,41,41.75999,42,42,42,42,42,42,41,41.69565,42,42,41,41.95833,41,42,41,41.29167,42,42,41,41.83334,41,42,41,41.84,41,42,41,41.08696,41,42,41,41.92,41,42,41,41.64,42,42,41,41.88462,41,42,41,41.57692,41,42,41,41.24,42,42,42,42,42,42,41,41.73077,42,42,41,41.92308,42,42,42,42,42,42,41,41.56,42,42,42,42,41,42,41,41.28,42,42,41,41.95833,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41.53846,42,42,42,42,42,42,42,42,42,42,41,41.81482,F0844
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-7,38,39,38,38.33334,38,38,38,38,39,40,39,39.04167,38,38,38,38,39,39,38,38.30769,38,39,38,38.29167,38,38,38,38,38,40,38,39,38,39,38,38.04,39,40,38,38.40741,38,40,38,38.88889,38,38,38,38,39,39,38,38.58823,38,38,38,38,38,38,38,38,38,39,38,38.72222,38,38,38,38,39,40,38,38.85,38,38,38,38,38,38,38,38,38,39,38,38.57895,38,38,38,38,40,40,38,39.05263,38,38,38,38,38,38,38,38,38,39,38,38.45,38,38,38,38,38,38,38,38,,,,,38,38,38,38,39,39,38,38.2,38,39,38,38.38889,38,38,38,38,39,39,39,39,38,38,38,38,39,39,38,38.1,38,39,38,38.21053,38,38,38,38,39,39,39,39,38,38,38,38,39,39,38,38.05556,38,39,38,38.05,38,38,38,38,39,40,39,39.04762,38,38,38,38,39,39,38,38.25,38,39,38,38.04762,38,38,38,38,38,39,38,38.90909,38,38,38,38,F0184
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-23,38,38,38,38,38,38,38,38,38,39,38,38.29412,38,38,38,38,39,39,38,38.5,38,38,38,38,38,38,38,38,38,39,38,38.1,39,39,38,38.22727,39,39,38,38.45001,38,38,38,38,39,39,38,38.09091,38,39,38,38.05263,38,38,38,38,39,39,38,38.94737,38,38,38,38,39,39,38,38.1,38,38,38,38,,,,,38,38,38,38,38,39,38,38.08,38,38,38,38,39,39,38,38.1,38,39,38,38.04762,38,38,38,38,38,39,38,38.05,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,38,38.15,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,38,38.19048,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,38,37,37.26087,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,F0844
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-13,40,40,39,39.05556,40,40,40,40,39,40,39,39.41177,39,39,39,39,39,39,38,38.9,40,40,39,39.72222,39,40,39,39.76471,39,39,39,39,39,39,39,39,40,40,39,39.3,40,40,40,40,39,40,39,39.04546,39,39,39,39,39,39,39,39,40,40,40,40,39,40,39,39.35,39,39,39,39,39,40,39,39.62069,,,,,40,40,38,39.63636,39,40,39,39.48,39,39,39,39,39,39,38,38.7,40,40,39,39.42857,40,40,40,40,39,39,38,38.95,39,39,39,39,39,39,38,38.47369,40,40,39,39.95,39,40,38,39.25,39,39,38,38.72222,38,39,38,38.9,40,40,38,39.61905,39,40,39,39.61905,39,39,39,39,39,39,38,38.55,40,40,38,39.23809,39,40,39,39.9,39,40,39,39.04546,39,39,38,38.85714,40,40,38,38.85714,40,40,39,39.80952,37,38,37,37.35,37,37,36,36.65,36,36,36,36,37,38,36,36.82609,36,37,36,36.65,36,36,36,36,36,36,36,36,37,37,36,36.4,F0185
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-13,36,37,36,36.71429,36,36,36,36,36,36,36,36,37,37,36,36.58334,36,37,36,36.73913,36,37,36,36.04,36,36,36,36,37,37,36,36.4,36,37,36,36.96,36,37,36,36.25,36,36,36,36,37,37,36,36.19231,37,37,36,36.86956,36,37,36,36.5,36,36,36,36,36,36,36,36,37,37,36,36.6087,36,37,36,36.78261,36,36,36,36,36,36,36,36,37,37,36,36.42308,36,37,36,36.95833,36,37,36,36.24001,36,36,36,36,,,,,,,,,36,36,36,36,36,36,36,36,36,36,36,36,37,37,36,36.61539,36,37,36,36.68,36,36,36,36,36,36,36,36,37,37,36,36.36,36,37,36,36.95833,36,37,36,36.24001,36,36,36,36,37,37,36,36.31034,37,37,36,36.88,36,37,36,36.38461,36,36,36,36,36,36,36,36,37,37,36,36.64,36,37,36,36.64,36,36,36,36,36,36,36,36,37,37,36,36.4,36,37,36,36.88461,36,37,36,36.17857,36,36,36,36,F0184
USUH2V3Y03,sys/chassis-2/blade-1/board/memarray-1/mem-16,38,38,37,37.96552,38,39,38,38.03572,38,39,38,38.17857,38,38,37,37.78572,38,38,37,37.51724,38,39,37,38,38,38,38,38,38,38,37,37.51724,37,38,37,37.37931,38,38,37,37.27586,38,39,38,38.10714,37,38,37,37.53333,38,38,37,37.17242,37,38,37,37.56667,38,38,37,37.68966,37,38,37,37.93333,37,37,37,37,38,38,38,38,38,38,37,37.96552,38,38,38,38,38,38,37,37.86207,37,38,37,37.3,38,38,37,37.68966,37,38,37,37.30769,37,38,37,37.45454,38,38,37,37.6,38,38,38,38,38,38,38,38,37,39,37,37.8,37,38,37,37.13793,38,38,37,37.62069,38,38,37,37.53334,38,39,38,38.06666,37,39,37,37.41379,38,38,37,37.3,38,38,37,37.96666,38,38,37,37.93104,38,39,37,37.89655,37,38,37,37.16666,38,38,37,37.46666,38,38,38,38,37,37,37,37,37,38,37,37.69999,38,38,38,38,39,39,37,37.93104,38,39,38,38.24138,37,37,37,37,38,38,38,38,38,38,37,37.25926,38,38,37,37.86667,F0184
USUH2V2Z03,sys/chassis-9/blade-4/board/memarray-1/mem-1,23,23,23,23,23,24,23,23.92593,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24.28,24,25,24,24.77778,25,29,25,27.5,27,27,24,24.66667,24,25,24,24.03571,26,27,24,24.65384,24,24,23,23.77778,24,24,23,23.85714,24,24,24,24,25,25,24,24.07143,24,24,23,23.89655,24,24,23,23.92593,24,24,24,24,25,25,24,24.07143,25,25,24,24.03704,24,24,23,23.92593,24,24,24,24,25,25,24,24.10714,24,25,24,24.03703,24,24,23,23.93104,24,24,23,23.96429,24,24,24,24,24,25,24,24.07143,24,24,24,24,24,24,23,23.96297,24,25,24,24.03448,24,25,24,24.07407,24,24,24,24,24,24,23,23.96429,24,24,24,24,24,25,24,24.07143,25,25,24,24.06896,24,24,23,23.96297,24,24,23,23.96429,24,25,24,24.07407,24,25,24,24.13793,24,27,24,24.24138,24,25,24,24.03448,24,25,24,24.03571,24,25,24,24.11111,24,25,24,24.03571,25,26,24,24.59259,24,24,24,24,25,27,24,25.06897,24,25,23,24,F0185
USUH2V2Z03,sys/chassis-9/blade-4/board/memarray-1/mem-2,25,25,25,25,25,27,25,26.74074,27,27,26,26.28571,26,26,26,26,26,27,26,26.03571,26,27,26,26.76,27,28,27,27.18518,28,32,28,30.38462,30,30,26,26.85185,26,27,26,26.14286,29,30,27,27.5,26,26,26,26,27,27,26,26.03572,26,26,26,26,27,27,27,27,26,26,26,26,26,27,26,26.03703,26,26,26,26,28,28,26,26.82143,27,27,26,26.40741,26,26,26,26,27,27,26,26.07143,27,27,26,26.17857,27,27,27,27,26,26,26,26,27,27,26,26.07143,26,27,26,26.03448,27,27,27,27,26,26,26,26,26,26,26,26,26,27,26,26.06896,27,27,27,27,27,27,26,26.10345,26,26,26,26,26,27,26,26.07407,27,27,26,26.60714,27,27,26,26.51724,26,26,26,26,26,27,26,26.03571,26,27,26,26.07407,27,27,27,27,26,30,26,26.31035,27,27,26,26.06896,26,27,26,26.07143,27,28,27,27.03703,26,27,26,26.03571,27,28,26,26.92593,26,27,26,26.03571,28,30,27,27.75862,26,27,26,26.03703,F0185
USUH2V2Z03,sys/chassis-9/blade-4/board/memarray-1/mem-2,30,30,26,26.85185,26,27,26,26.14286,29,30,27,27.5,26,26,26,26,27,27,26,26.03572,26,26,26,26,27,27,27,27,26,26,26,26,26,27,26,26.03703,26,26,26,26,28,28,26,26.82143,27,27,26,26.40741,26,26,26,26,27,27,26,26.07143,27,27,26,26.17857,27,27,27,27,26,26,26,26,27,27,26,26.07143,26,27,26,26.03448,27,27,27,27,26,26,26,26,26,26,26,26,26,27,26,26.06896,27,27,27,27,27,27,26,26.10345,26,26,26,26,26,27,26,26.07407,27,27,26,26.60714,27,27,26,26.51724,26,26,26,26,26,27,26,26.03571,26,27,26,26.07407,27,27,27,27,26,30,26,26.31035,27,27,26,26.06896,26,27,26,26.07143,27,28,27,27.03703,26,27,26,26.03571,27,28,26,26.92593,26,27,26,26.03571,28,30,27,27.75862,26,27,26,26.03703,27,27,26,26.13793,26,28,26,26.18518,27,28,26,26.51724,27,27,26,26.72414,26,27,26,26.07143,26,28,26,26.25,27,27,26,26.21428,27,28,27,27.07143,F0184
USUH2V3Y02,sys/chassis-11/blade-3/board/memarray-1/mem-4,31,31,28,29.66667,27,29,27,27.83333,29,30,28,29,29,30,28,28.85714,30,31,30,30.66667,30,30,29,29.83333,27,28,27,27.5,31,31,31,31,29,30,28,29.33333,26,28,25,26.71428,29,30,29,29.16667,25,29,25,27.83333,28,28,25,26,29,29,29,29,29,29,29,29,29,29,28,28.83333,29,29,28,28.83333,29,29,28,28.33333,29,29,28,28.66667,28,28,25,26.71428,28,28,24,25.33333,27,28,25,25.85714,28,28,25,25.66667,28,28,25,26.16667,27,27,24,24.8,25,28,25,26.4,25,28,24,25.38462,25,28,24,25.42857,25,28,25,26.14286,25,28,24,25.71429,27,28,25,26.83333,26,28,24,25.5,28,28,25,26,28,28,25,26.83333,25,28,24,25.5,26,28,25,26.14286,26,27,25,26.16667,26,28,25,26.16667,25,28,25,26.16667,25,28,24,25.57143,26,28,26,26.57143,28,28,24,26.85714,26,28,25,26.14286,26,28,25,26.14286,25,28,24,25.8,26,28,26,26.66667,24,28,24,25.5,25,28,25,25.83333,25,28,25,25.71429,25,28,25,26.4,F0184
USUH2V2Y01,sys/chassis-9/blade-4/board/memarray-1/mem-17,21,26,21,22.4,21,26,21,22.90909,26,26,21,22.54546,21,26,21,22.45455,21,26,21,22.75,25,25,21,22,,,,,26,26,21,23,21,26,21,22.83333,26,26,21,22.18182,21,26,21,22.72727,21,26,21,22.58333,26,26,21,22.58333,21,26,21,22.72727,21,26,21,22.72727,25,25,21,22,21,26,21,22.75,21,26,21,23,25,25,21,21.875,21,26,21,22.33333,22,26,21,23.75,25,25,21,22,21,26,21,22.75,26,26,21,23.71428,25,25,21,21.5,24,27,23,24.55556,26,26,24,24.54545,23,28,23,26,26,26,22,23.84616,22,27,21,23.16667,22,22,22,22,26,26,25,25.75,24,24,21,21.6,21,23,21,21.5,25,27,25,26.4,22,28,22,25.54545,24,24,24,24,25,28,25,26.8,25,26,21,23.06667,26,26,25,25.5,,,,,21,22,21,21.22222,21,26,21,23.66667,21,27,21,23.8,26,26,21,23,22,22,21,21.25,22,26,22,24.5,26,26,21,22.8,21,22,21,21.4,26,27,26,26.33333,F0185
